GL_account,GL_account_description,account_id,partition_ledger_year_month,amount_usd
50710,"JPMorgan Chase, Sydney",1267101,202006,-64639.23
50710,"JPMorgan Chase, Sydney",1267101,202007,-54803.02
50710,"JPMorgan Chase, Sydney",1267101,202008,-44290.95
50710,"JPMorgan Chase, Sydney",1267101,202009,-70451.06
50710,"JPMorgan Chase, Sydney",1267101,202010,-81335.19
50710,"JPMorgan Chase, Sydney",1267101,202011,-87459
50710,"JPMorgan Chase, Sydney",1267101,202012,-39493.33
50710,"JPMorgan Chase, Sydney",1267101,202101,20767.02
50710,"JPMorgan Chase, Sydney",1267101,202102,-15903.37
50710,"JPMorgan Chase, Sydney",1267101,202103,-30417.12
50710,"JPMorgan Chase, Sydney",1267101,202104,890.15
50710,"JPMorgan Chase, Sydney",1267101,202105,31314.45
50710,"JPMorgan Chase, Sydney",1267101,202106,-16122.29
50710,"JPMorgan Chase, Sydney",1267101,202107,-7983.63
50710,"JPMorgan Chase, Sydney",1267101,202108,-5968.35
50710,"JPMorgan Chase, Sydney",1267101,202109,-9533.86
50710,"JPMorgan Chase, Sydney",1267101,202110,7906.12
50710,"JPMorgan Chase, Sydney",1267101,202111,8448.71
50710,"JPMorgan Chase, Sydney",1267101,202112,23485.84
50710,"JPMorgan Chase, Sydney",1267101,202201,-28679.08
50710,"JPMorgan Chase, Sydney",1267101,202202,-9533.86
50710,"JPMorgan Chase, Sydney",1267101,202203,155.02
50710,"JPMorgan Chase, Sydney",1267101,202204,15114.65
50710,"JPMorgan Chase, Sydney",1267101,202205,2790.4
50710,"JPMorgan Chase, Sydney",1267101,202206,-15812.25
50710,"JPMorgan Chase, Sydney",1267101,202207,-25036.06
50710,"JPMorgan Chase, Sydney",1267101,202208,1240.18
50710,"JPMorgan Chase, Sydney",1267101,202209,7673.59
50710,"JPMorgan Chase, Sydney",1267101,202210,14357.44
50710,"JPMorgan Chase, Sydney",1267101,202211,6344.95
50710,"JPMorgan Chase, Sydney",1267101,202212,-13282.53
50710,"JPMorgan Chase, Sydney",1267101,202301,-25143.32
50710,"JPMorgan Chase, Sydney",1267101,201802,18412.65
50710,"JPMorgan Chase, Sydney",1267101,202303,15085.99
50710,"JPMorgan Chase, Sydney",1267101,202304,8045.86
50710,"JPMorgan Chase, Sydney",1267101,202305,3945.57
50710,"JPMorgan Chase, Sydney",1267101,202306,12687.7
50710,"JPMorgan Chase, Sydney",1267101,201807,-4641.84
50710,"JPMorgan Chase, Sydney",1267101,202308,7117.49
50710,"JPMorgan Chase, Sydney",1267101,202309,4022.94
50710,"JPMorgan Chase, Sydney",1267101,202310,15550.17
50710,"JPMorgan Chase, Sydney",1267101,202311,-19263.65
50710,"JPMorgan Chase, Sydney",1267101,202312,20965.66
50710,"JPMorgan Chase, Sydney",1267101,202401,-9283.69
50710,"JPMorgan Chase, Sydney",1267101,202402,-2553.01
50710,"JPMorgan Chase, Sydney",1267101,202403,7891.13
50710,"JPMorgan Chase, Sydney",1267101,202404,3481.39
50710,"JPMorgan Chase, Sydney",1267101,202405,9438.41
50710,"JPMorgan Chase, Sydney",1267101,202406,-5106.02
50710,JP Morgan - AUD,1267227,202001,1443.83
50710,JP Morgan - AUD,1267227,202002,23.67
50710,JP Morgan - AUD,1267227,202003,816.59
50710,JP Morgan - AUD,1267227,202004,-1645.02
50710,JP Morgan - AUD,1267227,202005,1781.12
50710,JP Morgan - AUD,1267227,202006,402.38
50710,JP Morgan - AUD,1267227,202007,2142.08
50710,JP Morgan - AUD,1267227,202008,751.5
50710,JP Morgan - AUD,1267227,202009,1035.53
50710,JP Morgan - AUD,1267227,202010,-745.58
50710,JP Morgan - AUD,1267227,202011,-644.99
50710,JP Morgan - AUD,1267227,202012,39869.09
50710,JP Morgan - AUD,1267227,202101,106.13
50710,JP Morgan - AUD,1267227,202102,-81.28
50710,JP Morgan - AUD,1267227,202103,-155.44
50710,JP Morgan - AUD,1267227,202104,16.57
50710,JP Morgan - AUD,1267227,202105,159.39
50710,JP Morgan - AUD,1267227,202106,-82.06
50710,JP Morgan - AUD,1267227,202107,-40.64
50710,JP Morgan - AUD,1267227,202108,-30.38
50710,JP Morgan - AUD,1267227,202109,-48.53
50710,JP Morgan - AUD,1267227,202110,40.24
50710,JP Morgan - AUD,1267227,202111,43.01
50710,JP Morgan - AUD,1267227,202112,119.54
50710,JP Morgan - AUD,1267227,202201,-145.98
50710,JP Morgan - AUD,1267227,202202,-48.52
50710,JP Morgan - AUD,1267227,202203,0.78
50710,JP Morgan - AUD,1267227,202204,76.94
50710,JP Morgan - AUD,1267227,202205,14.2
50710,JP Morgan - AUD,1267227,202206,-80.48
50710,JP Morgan - AUD,1267227,202207,-127.44
50710,JP Morgan - AUD,1267227,202208,6.31
50710,JP Morgan - AUD,1267227,202209,39.06
50710,JP Morgan - AUD,1267227,202210,67.86
50710,JP Morgan - AUD,1267227,202211,32.36
50710,JP Morgan - AUD,1267227,202212,-68.26
50710,JP Morgan - AUD,1267227,202301,-128.22
50710,JP Morgan - AUD,1267227,201802,93.9
50710,JP Morgan - AUD,1267227,202303,76.93
50710,JP Morgan - AUD,1267227,202304,41.03
50710,JP Morgan - AUD,1267227,202305,20.12
50710,JP Morgan - AUD,1267227,202306,64.71
50710,JP Morgan - AUD,1267227,201807,-23.67
50710,JP Morgan - AUD,1267227,202308,36.29
50710,JP Morgan - AUD,1267227,202309,20.52
50710,JP Morgan - AUD,1267227,202310,79.3
50710,JP Morgan - AUD,1267227,202311,-98.24
50710,JP Morgan - AUD,1267227,202312,106.92
50710,JP Morgan - AUD,1267227,202401,-47.34
50710,JP Morgan - AUD,1267227,202402,-13.02
50710,JP Morgan - AUD,1267227,202403,40.24
50710,JP Morgan - AUD,1267227,202404,17.75
50710,JP Morgan - AUD,1267227,202405,48.14
50710,JP Morgan - AUD,1267227,202406,-26.04
50710,JP Morgan - AUD,1267290,202001,389.7
50710,JP Morgan - AUD,1267290,202002,6.38
50710,JP Morgan - AUD,1267290,202003,-745.86
50710,JP Morgan - AUD,1267290,202004,-522.8
50710,JP Morgan - AUD,1267290,202005,519.94
50710,JP Morgan - AUD,1267290,202006,75.37
50710,JP Morgan - AUD,1267290,202007,627.3
50710,JP Morgan - AUD,1267290,202008,-222.34
50710,JP Morgan - AUD,1267290,202009,-385.39
50710,JP Morgan - AUD,1267290,202010,-238.73
50710,JP Morgan - AUD,1267290,202011,-787.4
50710,JP Morgan - AUD,1267290,202012,-138.26
50710,JP Morgan - AUD,1267290,202101,-66.91
50710,JP Morgan - AUD,1267290,202102,-464.19
50710,JP Morgan - AUD,1267290,202103,-813.91
50710,JP Morgan - AUD,1267290,202104,86.76
50710,JP Morgan - AUD,1267290,202105,834.57
50710,JP Morgan - AUD,1267290,202106,-429.68
50710,JP Morgan - AUD,1267290,202107,-212.77
50710,JP Morgan - AUD,1267290,202108,-242.3
50710,JP Morgan - AUD,1267290,202109,-255.45
50710,JP Morgan - AUD,1267290,202110,211.83
50710,JP Morgan - AUD,1267290,202111,185.24
50710,JP Morgan - AUD,1267290,202112,630.93
50710,JP Morgan - AUD,1267290,202201,-770.44
50710,JP Morgan - AUD,1267290,202202,-256.12
50710,JP Morgan - AUD,1267290,202203,4.16
50710,JP Morgan - AUD,1267290,202204,406.04
50710,JP Morgan - AUD,1267290,202205,34.07
50710,JP Morgan - AUD,1267290,202206,-467.93
50710,JP Morgan - AUD,1267290,202207,-676.12
50710,JP Morgan - AUD,1267290,202208,-10.22
50710,JP Morgan - AUD,1267290,202209,207.78
50710,JP Morgan - AUD,1267290,202210,276.55
50710,JP Morgan - AUD,1267290,202211,135.03
50710,JP Morgan - AUD,1267290,202212,-365.85
50710,JP Morgan - AUD,1267290,202301,-687.31
50710,JP Morgan - AUD,1267290,201802,503.32
50710,JP Morgan - AUD,1267290,202303,412.38
50710,JP Morgan - AUD,1267290,202304,219.94
50710,JP Morgan - AUD,1267290,202305,107.85
50710,JP Morgan - AUD,1267290,202306,306.45
50710,JP Morgan - AUD,1267290,201807,-127.21
50710,JP Morgan - AUD,1267290,202308,195.06
50710,JP Morgan - AUD,1267290,202309,110.26
50710,JP Morgan - AUD,1267290,202310,426.17
50710,JP Morgan - AUD,1267290,202311,-527.95
50710,JP Morgan - AUD,1267290,202312,574.6
50710,JP Morgan - AUD,1267290,202401,-254.44
50710,JP Morgan - AUD,1267290,202402,-69.96
50710,JP Morgan - AUD,1267290,202403,216.26
50710,JP Morgan - AUD,1267290,202404,56.7
50710,JP Morgan - AUD,1267290,202405,259.35
50710,JP Morgan - AUD,1267290,202406,-140.31
112010,JP Morgan - USD,1267416,202001,-12302.82
112010,JP Morgan - USD,1267416,202002,0
112010,JP Morgan - USD,1267416,202003,0
112010,JP Morgan - USD,1267416,202004,0
112010,JP Morgan - USD,1267416,202005,0
112010,JP Morgan - USD,1267416,202006,0
112010,JP Morgan - USD,1267416,202007,0
112010,JP Morgan - USD,1267416,202008,0
112010,JP Morgan - USD,1267416,202009,0
112010,JP Morgan - USD,1267416,202010,-1016095.05
112010,JP Morgan - USD,1267416,202011,-144245.82
112010,JP Morgan - USD,1267416,202012,-144245.83
112010,JP Morgan - USD,1267416,202101,-37981.4
112010,JP Morgan - USD,1267416,202102,0
112010,JP Morgan - USD,1267416,202103,-94509.91
112010,JP Morgan - USD,1267416,202104,-69587.83
112010,JP Morgan - USD,1267416,202105,11938.74
112010,JP Morgan - USD,1267416,202106,23877.46
112010,JP Morgan - USD,1267416,202107,0
112010,JP Morgan - USD,1267416,202108,11938.74
112010,JP Morgan - USD,1267416,202109,131892.44
112010,JP Morgan - USD,1267416,202110,0
112010,JP Morgan - USD,1267416,202111,0
112010,JP Morgan - USD,1267416,202112,0
112010,JP Morgan - USD,1267416,202201,0
112010,JP Morgan - USD,1267416,202202,0
112010,JP Morgan - USD,1267416,202203,-94858.18
112010,JP Morgan - USD,1267416,202204,-97096.36
112010,JP Morgan - USD,1267416,202205,-68997.53
112010,JP Morgan - USD,1267416,202206,-98082.22
112010,JP Morgan - USD,1267416,202207,-100320.37
112010,JP Morgan - USD,1267416,202208,-57232.34
112010,JP Morgan - USD,1267416,202209,-57232.34
112010,JP Morgan - USD,1267416,202210,-57232.34
112010,JP Morgan - USD,1267416,202211,-57232.34
112010,JP Morgan - USD,1267416,202212,6025.72
112010,JP Morgan - USD,1267416,202301,-20191.68
112010,JP Morgan - USD,1267416,201802,0
112010,JP Morgan - USD,1267416,202303,-131639.5
112010,JP Morgan - USD,1267416,202304,0
112010,JP Morgan - USD,1267416,202305,-163554.89
112010,JP Morgan - USD,1267416,202306,-65819.75
112010,JP Morgan - USD,1267416,201807,0
112010,JP Morgan - USD,1267416,202308,-128579.28
112010,JP Morgan - USD,1267416,202309,-62759.53
112010,JP Morgan - USD,1267416,202310,-62759.53
112010,JP Morgan - USD,1267416,202311,-62759.53
112010,JP Morgan - USD,1267416,202312,-12169.8
112010,JP Morgan - USD,1267416,202401,0
112010,JP Morgan - USD,1267416,202402,-69781.54
112010,JP Morgan - USD,1267416,202403,-69781.55
112010,JP Morgan - USD,1267416,202404,0
112010,JP Morgan - USD,1267416,202405,-143792.11
112010,JP Morgan - USD,1267416,202406,-77352.65
112010,JP Morgan - USD,1267417,202001,0
112010,JP Morgan - USD,1267417,202002,2702638.89
112010,JP Morgan - USD,1267417,202003,7636227.27
112010,JP Morgan - USD,1267417,202004,-3988476.65
112010,JP Morgan - USD,1267417,202005,-144945.87
112010,JP Morgan - USD,1267417,202006,6155796.32
112010,JP Morgan - USD,1267417,202007,-123989.88
112010,JP Morgan - USD,1267417,202008,12798642.2
112010,JP Morgan - USD,1267417,202009,-7466898.59
112010,JP Morgan - USD,1267417,202010,-3562861.85
112010,JP Morgan - USD,1267417,202011,4655283.63
112010,JP Morgan - USD,1267417,202012,-87850.76
112010,JP Morgan - USD,1267417,202101,3478104.53
112010,JP Morgan - USD,1267417,202102,86430.8
112010,JP Morgan - USD,1267417,202103,3056964.84
112010,JP Morgan - USD,1267417,202104,-67355.05
112010,JP Morgan - USD,1267417,202105,4470329.24
112010,JP Morgan - USD,1267417,202106,6375.59
112010,JP Morgan - USD,1267417,202107,3045284.77
112010,JP Morgan - USD,1267417,202108,-1881.18
112010,JP Morgan - USD,1267417,202109,3128350.69
112010,JP Morgan - USD,1267417,202110,-8346.66
112010,JP Morgan - USD,1267417,202111,5454051.05
112010,JP Morgan - USD,1267417,202112,124103.34
112010,JP Morgan - USD,1267417,202201,4124824.84
112010,JP Morgan - USD,1267417,202202,-4149.52
112010,JP Morgan - USD,1267417,202203,-81964.74
112010,JP Morgan - USD,1267417,202204,-77301.39
112010,JP Morgan - USD,1267417,202205,5829196.4
112010,JP Morgan - USD,1267417,202206,-73755.74
112010,JP Morgan - USD,1267417,202207,4941879.63
112010,JP Morgan - USD,1267417,202208,4078132.54
112010,JP Morgan - USD,1267417,202209,-51393.69
112010,JP Morgan - USD,1267417,202210,-21405.16
112010,JP Morgan - USD,1267417,202211,4144973.77
112010,JP Morgan - USD,1267417,202212,28746.07
112010,JP Morgan - USD,1267417,202301,50698.2
112010,JP Morgan - USD,1267417,201802,8636127.98
112010,JP Morgan - USD,1267417,202303,-173198.19
112010,JP Morgan - USD,1267417,202304,7514415.57
112010,JP Morgan - USD,1267417,202305,-185544.56
112010,JP Morgan - USD,1267417,202306,5713403.1
112010,JP Morgan - USD,1267417,201807,-78102.98
112010,JP Morgan - USD,1267417,202308,-78455.18
112010,JP Morgan - USD,1267417,202309,7831825.44
112010,JP Morgan - USD,1267417,202310,-321196.79
112010,JP Morgan - USD,1267417,202311,-86681.71
112010,JP Morgan - USD,1267417,202312,-364966.23
112010,JP Morgan - USD,1267417,202401,8514863.74
112010,JP Morgan - USD,1267417,202402,-46462.46
112010,JP Morgan - USD,1267417,202403,4994004.56
112010,JP Morgan - USD,1267417,202404,8469043.03
112010,JP Morgan - USD,1267417,202405,-73183.93
112010,JP Morgan - USD,1267417,202406,-219770.71
112010,JP Morgan - USD,1267418,202001,5491354.09
112010,JP Morgan - USD,1267418,202002,3487805.31
112010,JP Morgan - USD,1267418,202003,-331221.5
112010,JP Morgan - USD,1267418,202004,-226470.89
112010,JP Morgan - USD,1267418,202005,-295587.97
112010,JP Morgan - USD,1267418,202006,-20300000
112010,JP Morgan - USD,1267418,202007,12300000
112010,JP Morgan - USD,1267418,202008,-3044866.61
112010,JP Morgan - USD,1267418,202009,0
112010,JP Morgan - USD,1267418,202010,23600000
112010,JP Morgan - USD,1267418,202011,12100000
112010,JP Morgan - USD,1267418,202012,9787310.95
112010,JP Morgan - USD,1267418,202101,-13700000
112010,JP Morgan - USD,1267418,202102,288403.98
112010,JP Morgan - USD,1267418,202103,-6563450.82
112010,JP Morgan - USD,1267418,202104,2414349.62
112010,JP Morgan - USD,1267418,202105,14945312.12
112010,JP Morgan - USD,1267418,202106,-1949689.1
112010,JP Morgan - USD,1267418,202107,-7190836.81
112010,JP Morgan - USD,1267418,202108,916361.48
112010,JP Morgan - USD,1267418,202109,-3233429.9
112010,JP Morgan - USD,1267418,202110,-1877338.83
112010,JP Morgan - USD,1267418,202111,-1678627.45
112010,JP Morgan - USD,1267418,202112,3544467.13
112010,JP Morgan - USD,1267418,202201,-4249236.79
112010,JP Morgan - USD,1267418,202202,-5820887.99
112010,JP Morgan - USD,1267418,202203,3169746.16
112010,JP Morgan - USD,1267418,202204,3405748.54
112010,JP Morgan - USD,1267418,202205,5376843.03
112010,JP Morgan - USD,1267418,202206,-2839189.1
112010,JP Morgan - USD,1267418,202207,3161430.82
112010,JP Morgan - USD,1267418,202208,-4290471.01
112010,JP Morgan - USD,1267418,202209,708474.17
112010,JP Morgan - USD,1267418,202210,685350.7
112010,JP Morgan - USD,1267418,202211,1224942.63
112010,JP Morgan - USD,1267418,202212,4468652.37
112010,JP Morgan - USD,1267418,202301,974953.72
112010,JP Morgan - USD,1267418,201802,-3036927.58
112010,JP Morgan - USD,1267418,202303,5254931.91
112010,JP Morgan - USD,1267418,202304,4609721.1
112010,JP Morgan - USD,1267418,202305,4028126.11
112010,JP Morgan - USD,1267418,202306,3102697
112010,JP Morgan - USD,1267418,201807,-18200000
112010,JP Morgan - USD,1267418,202308,-25000000
112010,JP Morgan - USD,1267418,202309,118436.71
112010,JP Morgan - USD,1267418,202310,142000.5
112010,JP Morgan - USD,1267418,202311,-2021161.71
112010,JP Morgan - USD,1267418,202312,5118255.53
112010,JP Morgan - USD,1267418,202401,-1068497.14
112010,JP Morgan - USD,1267418,202402,80460.02
112010,JP Morgan - USD,1267418,202403,2477485.31
112010,JP Morgan - USD,1267418,202404,-4039943.15
112010,JP Morgan - USD,1267418,202405,580012.85
112010,JP Morgan - USD,1267418,202406,-24034148.85
112010,JP Morgan - USD,1267482,202001,0
112010,JP Morgan - USD,1267482,202002,0
112010,JP Morgan - USD,1267482,202003,0
112010,JP Morgan - USD,1267482,202004,0
112010,JP Morgan - USD,1267482,202005,0
112010,JP Morgan - USD,1267482,202006,0
112010,JP Morgan - USD,1267482,202007,0
112010,JP Morgan - USD,1267482,202008,0
112010,JP Morgan - USD,1267482,202009,0
112010,JP Morgan - USD,1267482,202010,0
112010,JP Morgan - USD,1267482,202011,0
112010,JP Morgan - USD,1267482,202012,0
112010,JP Morgan - USD,1267482,202101,0
112010,JP Morgan - USD,1267482,202102,0
112010,JP Morgan - USD,1267482,202103,0
112010,JP Morgan - USD,1267482,202104,0
112010,JP Morgan - USD,1267482,202105,0
112010,JP Morgan - USD,1267482,202106,0
112010,JP Morgan - USD,1267482,202107,0
112010,JP Morgan - USD,1267482,202108,0
112010,JP Morgan - USD,1267482,202109,0
112010,JP Morgan - USD,1267482,202110,0
112010,JP Morgan - USD,1267482,202111,0
112010,JP Morgan - USD,1267482,202112,0
112010,JP Morgan - USD,1267482,202201,0
112010,JP Morgan - USD,1267482,202202,0
112010,JP Morgan - USD,1267482,202203,0
112010,JP Morgan - USD,1267482,202204,0
112010,JP Morgan - USD,1267482,202205,0
112010,JP Morgan - USD,1267482,202206,0
112010,JP Morgan - USD,1267482,202207,0
112010,JP Morgan - USD,1267482,202208,0
112010,JP Morgan - USD,1267482,202209,0
112010,JP Morgan - USD,1267482,202210,0
112010,JP Morgan - USD,1267482,202211,0
112010,JP Morgan - USD,1267482,202212,0
112010,JP Morgan - USD,1267482,202301,0
112010,JP Morgan - USD,1267482,201802,0
112010,JP Morgan - USD,1267482,202303,0
112010,JP Morgan - USD,1267482,202304,0
112010,JP Morgan - USD,1267482,202305,0
112010,JP Morgan - USD,1267482,202306,0
112010,JP Morgan - USD,1267482,201807,0
112010,JP Morgan - USD,1267482,202308,0
112010,JP Morgan - USD,1267482,202309,0
112010,JP Morgan - USD,1267482,202310,0
112010,JP Morgan - USD,1267482,202311,0
112010,JP Morgan - USD,1267482,202312,0
112010,JP Morgan - USD,1267482,202401,0
112010,JP Morgan - USD,1267482,202402,0
112010,JP Morgan - USD,1267482,202403,0
112010,JP Morgan - USD,1267482,202404,0
112010,JP Morgan - USD,1267482,202405,0
112010,JP Morgan - USD,1267482,202406,0
112010,JP Morgan - USD,1267483,202001,0
112010,JP Morgan - USD,1267483,202002,-31189.87
112010,JP Morgan - USD,1267483,202003,3869157.41
112010,JP Morgan - USD,1267483,202004,-2514.44
112010,JP Morgan - USD,1267483,202005,0
112010,JP Morgan - USD,1267483,202006,6288293.64
112010,JP Morgan - USD,1267483,202007,0
112010,JP Morgan - USD,1267483,202008,6439584.14
112010,JP Morgan - USD,1267483,202009,0
112010,JP Morgan - USD,1267483,202010,0
112010,JP Morgan - USD,1267483,202011,0
112010,JP Morgan - USD,1267483,202012,0
112010,JP Morgan - USD,1267483,202101,-84764.41
112010,JP Morgan - USD,1267483,202102,0
112010,JP Morgan - USD,1267483,202103,-10405.32
112010,JP Morgan - USD,1267483,202104,0
112010,JP Morgan - USD,1267483,202105,0
112010,JP Morgan - USD,1267483,202106,-4695.37
112010,JP Morgan - USD,1267483,202107,-2638.04
112010,JP Morgan - USD,1267483,202108,-798.82
112010,JP Morgan - USD,1267483,202109,-2633.76
112010,JP Morgan - USD,1267483,202110,0
112010,JP Morgan - USD,1267483,202111,0
112010,JP Morgan - USD,1267483,202112,-4572.48
112010,JP Morgan - USD,1267483,202201,-3216.25
112010,JP Morgan - USD,1267483,202202,0
112010,JP Morgan - USD,1267483,202203,0
112010,JP Morgan - USD,1267483,202204,-4198.44
112010,JP Morgan - USD,1267483,202205,0
112010,JP Morgan - USD,1267483,202206,0
112010,JP Morgan - USD,1267483,202207,-751.24
112010,JP Morgan - USD,1267483,202208,-7002.84
112010,JP Morgan - USD,1267483,202209,-625.09
112010,JP Morgan - USD,1267483,202210,0
112010,JP Morgan - USD,1267483,202211,-1905.02
112010,JP Morgan - USD,1267483,202212,0
112010,JP Morgan - USD,1267483,202301,0
112010,JP Morgan - USD,1267483,201802,-796.83
112010,JP Morgan - USD,1267483,202303,-7283.76
112010,JP Morgan - USD,1267483,202304,-4192.4
112010,JP Morgan - USD,1267483,202305,0
112010,JP Morgan - USD,1267483,202306,-3378.43
112010,JP Morgan - USD,1267483,201807,-695.67
112010,JP Morgan - USD,1267483,202308,-4402.84
112010,JP Morgan - USD,1267483,202309,0
112010,JP Morgan - USD,1267483,202310,0
112010,JP Morgan - USD,1267483,202311,0
112010,JP Morgan - USD,1267483,202312,-315187.97
112010,JP Morgan - USD,1267483,202401,-4602.96
112010,JP Morgan - USD,1267483,202402,-3780.21
112010,JP Morgan - USD,1267483,202403,0
112010,JP Morgan - USD,1267483,202404,0
112010,JP Morgan - USD,1267483,202405,-700.87
112010,JP Morgan - USD,1267483,202406,-4626.88
112010,JP Morgan USD A/C - GBP,1267505,202001,0
112010,JP Morgan USD A/C - GBP,1267505,202002,0
112010,JP Morgan USD A/C - GBP,1267505,202003,0
112010,JP Morgan USD A/C - GBP,1267505,202004,0
112010,JP Morgan USD A/C - GBP,1267505,202005,0
112010,JP Morgan USD A/C - GBP,1267505,202006,0
112010,JP Morgan USD A/C - GBP,1267505,202007,0
112010,JP Morgan USD A/C - GBP,1267505,202008,0
112010,JP Morgan USD A/C - GBP,1267505,202009,0
112010,JP Morgan USD A/C - GBP,1267505,202010,0
112010,JP Morgan USD A/C - GBP,1267505,202011,0
112010,JP Morgan USD A/C - GBP,1267505,202012,0
112010,JP Morgan USD A/C - GBP,1267505,202101,0
112010,JP Morgan USD A/C - GBP,1267505,202102,0
112010,JP Morgan USD A/C - GBP,1267505,202103,0
112010,JP Morgan USD A/C - GBP,1267505,202104,0
112010,JP Morgan USD A/C - GBP,1267505,202105,0
112010,JP Morgan USD A/C - GBP,1267505,202106,0
112010,JP Morgan USD A/C - GBP,1267505,202107,0
112010,JP Morgan USD A/C - GBP,1267505,202108,0
112010,JP Morgan USD A/C - GBP,1267505,202109,0
112010,JP Morgan USD A/C - GBP,1267505,202110,0
112010,JP Morgan USD A/C - GBP,1267505,202111,0
112010,JP Morgan USD A/C - GBP,1267505,202112,0
112010,JP Morgan USD A/C - GBP,1267505,202201,0
112010,JP Morgan USD A/C - GBP,1267505,202202,0
112010,JP Morgan USD A/C - GBP,1267505,202203,0
112010,JP Morgan USD A/C - GBP,1267505,202204,0
112010,JP Morgan USD A/C - GBP,1267505,202205,0
112010,JP Morgan USD A/C - GBP,1267505,202206,0
112010,JP Morgan USD A/C - GBP,1267505,202207,0
112010,JP Morgan USD A/C - GBP,1267505,202208,0
112010,JP Morgan USD A/C - GBP,1267505,202209,0
112010,JP Morgan USD A/C - GBP,1267505,202210,0
112010,JP Morgan USD A/C - GBP,1267505,202211,0
112010,JP Morgan USD A/C - GBP,1267505,202212,0
112010,JP Morgan USD A/C - GBP,1267505,202301,0
112010,JP Morgan USD A/C - GBP,1267505,201802,0
112010,JP Morgan USD A/C - GBP,1267505,202303,0
112010,JP Morgan USD A/C - GBP,1267505,202304,0
112010,JP Morgan USD A/C - GBP,1267505,202305,0
112010,JP Morgan USD A/C - GBP,1267505,202306,0
112010,JP Morgan USD A/C - GBP,1267505,201807,0
112010,JP Morgan USD A/C - GBP,1267505,202308,0
112010,JP Morgan USD A/C - GBP,1267505,202309,0
112010,JP Morgan USD A/C - GBP,1267505,202310,0
112010,JP Morgan USD A/C - GBP,1267505,202311,0
112010,JP Morgan USD A/C - GBP,1267505,202312,0
112010,JP Morgan USD A/C - GBP,1267505,202401,0
112010,JP Morgan USD A/C - GBP,1267505,202402,0
112010,JP Morgan USD A/C - GBP,1267505,202403,0
112010,JP Morgan USD A/C - GBP,1267505,202404,0
112010,JP Morgan USD A/C - GBP,1267505,202405,0
112010,JP Morgan USD A/C - GBP,1267505,202406,0
59610,"JPMorgan Chase, Sydney",1269978,202001,-7595205.46
59610,"JPMorgan Chase, Sydney",1269978,202002,1075509.65
59610,"JPMorgan Chase, Sydney",1269978,202003,-6635697.74
59610,"JPMorgan Chase, Sydney",1269978,202004,-5060436.79
59610,"JPMorgan Chase, Sydney",1269978,202005,-4608708.31
59610,"JPMorgan Chase, Sydney",1269978,202006,7666184.18
59610,"JPMorgan Chase, Sydney",1269978,202007,8302470.91
59610,"JPMorgan Chase, Sydney",1269978,202008,5620482.67
59610,"JPMorgan Chase, Sydney",1269978,202009,-193994130.3
59610,"JPMorgan Chase, Sydney",1269978,202010,-20938474.52
59610,"JPMorgan Chase, Sydney",1269978,202011,-5690279.59
59610,"JPMorgan Chase, Sydney",1269978,202012,-6651343.22
59610,"JPMorgan Chase, Sydney",1269978,202101,16383546.97
59610,"JPMorgan Chase, Sydney",1269978,202102,-8728795.6
59610,"JPMorgan Chase, Sydney",1269978,202103,-20417083.63
59610,"JPMorgan Chase, Sydney",1269978,202104,4853079.76
59610,"JPMorgan Chase, Sydney",1269978,202105,24202217.67
59610,"JPMorgan Chase, Sydney",1269978,202106,-67058621.44
59610,"JPMorgan Chase, Sydney",1269978,202107,-9046004.86
59610,"JPMorgan Chase, Sydney",1269978,202108,-2326325.52
59610,"JPMorgan Chase, Sydney",1269978,202109,-8402654.55
59610,"JPMorgan Chase, Sydney",1269978,202110,8619107.69
59610,"JPMorgan Chase, Sydney",1269978,202111,6788722.52
59610,"JPMorgan Chase, Sydney",1269978,202112,18789530.34
59610,"JPMorgan Chase, Sydney",1269978,202201,-23866870.53
59610,"JPMorgan Chase, Sydney",1269978,202202,-6404115.89
59610,"JPMorgan Chase, Sydney",1269978,202203,5168764.67
59610,"JPMorgan Chase, Sydney",1269978,202204,18636983.68
59610,"JPMorgan Chase, Sydney",1269978,202205,6036291.19
59610,"JPMorgan Chase, Sydney",1269978,202206,-7938670.65
59610,"JPMorgan Chase, Sydney",1269978,202207,-17896916.14
59610,"JPMorgan Chase, Sydney",1269978,202208,5826012.32
59610,"JPMorgan Chase, Sydney",1269978,202209,10481881.08
59610,"JPMorgan Chase, Sydney",1269978,202210,14002249.74
59610,"JPMorgan Chase, Sydney",1269978,202211,9712227.89
59610,"JPMorgan Chase, Sydney",1269978,202212,-5270927.44
59610,"JPMorgan Chase, Sydney",1269978,202301,-15025386.68
59610,"JPMorgan Chase, Sydney",1269978,201802,17469657.33
59610,"JPMorgan Chase, Sydney",1269978,202303,13422738.86
59610,"JPMorgan Chase, Sydney",1269978,202304,10193188.95
59610,"JPMorgan Chase, Sydney",1269978,202305,4610941.42
59610,"JPMorgan Chase, Sydney",1269978,202306,11884071.38
59610,"JPMorgan Chase, Sydney",1269978,201807,183489.49
59610,"JPMorgan Chase, Sydney",1269978,202308,8758205.72
59610,"JPMorgan Chase, Sydney",1269978,202309,6046803.55
59610,"JPMorgan Chase, Sydney",1269978,202310,12566985.14
59610,"JPMorgan Chase, Sydney",1269978,202311,-10178491.95
59610,"JPMorgan Chase, Sydney",1269978,202312,17644567.02
